post_id,treatment,2022-06-29,2022-06-30,2022-07-01,2022-07-02,2022-07-03,2022-07-04,2022-07-05,2022-07-06,2022-07-07,2022-07-08,2022-07-09,2022-07-10,2022-07-11,2022-07-12,2022-07-13,2022-07-14,2022-07-15,2022-07-16,2022-07-17,2022-07-18,2022-07-19,2022-07-20,2022-07-21,2022-07-22,2022-07-23,2022-07-24,2022-07-25,2022-07-26,2022-07-27,2022-07-28
vuantc,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,
vuante,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuantf,1,,,,,,,,,,9,1012,1030,1048,1047,,,,,,,,,,,,,,,,
vuantg,1,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,
vuanth,1,,,,,,,,,,2,2,1,1,2,,,,,,,,,,,,,,,,
vuanto,1,,,,,,,,,,1,2,2,2,2,,,,,,,,,,,,,,,,
vuantp,1,,,,,,,,,,2,43,47,48,46,,,,,,,,,,,,,,,,
vuantv,1,,,,,,,,,,3,20,18,19,18,,,,,,,,,,,,,,,,
vuantz,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanu0,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanu2,0,,,,,,,,,,1,34,40,40,38,,,,,,,,,,,,,,,,
vuanu4,1,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,
vuanu8,0,,,,,,,,,,1,7,6,8,9,,,,,,,,,,,,,,,,
vuanu9,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanua,0,,,,,,,,,,1,8,9,8,8,,,,,,,,,,,,,,,,
vuanub,1,,,,,,,,,,2,1,1,1,2,,,,,,,,,,,,,,,,
vuanue,0,,,,,,,,,,2,6,6,6,6,,,,,,,,,,,,,,,,
vuanuh,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,
vuanur,0,,,,,,,,,,1,2,2,2,2,,,,,,,,,,,,,,,,
vuanuu,0,,,,,,,,,,1,0,1,0,2,,,,,,,,,,,,,,,,
vuanux,1,,,,,,,,,,3,1,1,1,1,,,,,,,,,,,,,,,,
vuanv0,0,,,,,,,,,,1,4,4,4,4,,,,,,,,,,,,,,,,
vuanv2,1,,,,,,,,,,3,34,32,39,39,,,,,,,,,,,,,,,,
vuanv5,1,,,,,,,,,,3,10,9,10,11,,,,,,,,,,,,,,,,
vuanv7,0,,,,,,,,,,1,1,1,1,2,,,,,,,,,,,,,,,,
vuanve,0,,,,,,,,,,8,445,460,459,459,,,,,,,,,,,,,,,,
vuanvg,0,,,,,,,,,,2,46,50,51,48,,,,,,,,,,,,,,,,
vuanvi,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanvm,1,,,,,,,,,,2,5,5,5,6,,,,,,,,,,,,,,,,
vuanvn,1,,,,,,,,,,2,9,10,11,12,,,,,,,,,,,,,,,,
vuanvt,1,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,,
vuanvv,0,,,,,,,,,,1,6,6,6,6,,,,,,,,,,,,,,,,
vuanvx,0,,,,,,,,,,3,182,183,184,186,,,,,,,,,,,,,,,,
vuanw2,0,,,,,,,,,,2,24,26,23,24,,,,,,,,,,,,,,,,
vuanw7,1,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,,
vuanwe,1,,,,,,,,,,2,forbidden,forbidden,forbidden,forbidden,,,,,,,,,,,,,,,,
vuanwh,1,,,,,,,,,,10,69,69,74,74,,,,,,,,,,,,,,,,
vuanwk,1,,,,,,,,,,1,3,4,2,1,,,,,,,,,,,,,,,,
vuanwl,0,,,,,,,,,,2,4,4,5,4,,,,,,,,,,,,,,,,
vuanws,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanwv,-1,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanwy,1,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,
vuanwz,1,,,,,,,,,,4,8,10,11,12,,,,,,,,,,,,,,,,
vuanx1,1,,,,,,,,,,5,3,3,4,4,,,,,,,,,,,,,,,,
vuanx6,1,,,,,,,,,,2,5,4,5,5,,,,,,,,,,,,,,,,
vuanx8,0,,,,,,,,,,2,146,149,150,152,,,,,,,,,,,,,,,,
vuanxa,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanxd,0,,,,,,,,,,3,19,19,19,18,,,,,,,,,,,,,,,,
vuanxf,1,,,,,,,,,,2,0,0,0,0,,,,,,,,,,,,,,,,
vuanxh,0,,,,,,,,,,1,5,4,4,4,,,,,,,,,,,,,,,,
vuanxr,1,,,,,,,,,,2,8,11,11,11,,,,,,,,,,,,,,,,
vuanxt,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuany0,0,,,,,,,,,,15,4010,4089,4097,4113,,,,,,,,,,,,,,,,
vuany1,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuany2,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuany3,1,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
vuany8,0,,,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,
vuanya,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanyh,0,,,,,,,,,,1,36,38,38,39,,,,,,,,,,,,,,,,
vuanyj,0,,,,,,,,,,1,16,15,19,18,,,,,,,,,,,,,,,,
vuanym,1,,,,,,,,,,0,33,33,34,37,,,,,,,,,,,,,,,,
vuanyp,1,,,,,,,,,,2,7,7,7,7,,,,,,,,,,,,,,,,
vuanyq,0,,,,,,,,,,3,43,47,47,49,,,,,,,,,,,,,,,,
vuanyt,1,,,,,,,,,,4,18,17,16,19,,,,,,,,,,,,,,,,
vuanyv,0,,,,,,,,,,1,131,132,133,133,,,,,,,,,,,,,,,,
vuanyx,1,,,,,,,,,,2,3,3,3,3,,,,,,,,,,,,,,,,
vuanyy,1,,,,,,,,,,1,0,0,0,0,,,,,,,,,,,,,,,,
vuanz1,0,,,,,,,,,,1,3,3,3,3,,,,,,,,,,,,,,,,
vuanz5,1,,,,,,,,,,2,4,4,3,4,,,,,,,,,,,,,,,,
vuanz6,0,,,,,,,,,,2,30,28,28,31,,,,,,,,,,,,,,,,
vuanz7,1,,,,,,,,,,2,10,11,10,11,,,,,,,,,,,,,,,,
vuanzc,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanzd,0,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,
vuanzk,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanzo,0,,,,,,,,,,1,3,3,4,4,,,,,,,,,,,,,,,,
vuanzp,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuanzr,1,,,,,,,,,,3,139,143,144,146,,,,,,,,,,,,,,,,
vuanzt,1,,,,,,,,,,3,8,8,7,9,,,,,,,,,,,,,,,,
vuanzw,0,,,,,,,,,,2,16,17,17,17,,,,,,,,,,,,,,,,
vuao02,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,
vuao06,1,,,,,,,,,,2,26,26,28,26,,,,,,,,,,,,,,,,
vuao09,0,,,,,,,,,,1,2,2,2,2,,,,,,,,,,,,,,,,
vuao0a,1,,,,,,,,,,10,148,145,152,147,,,,,,,,,,,,,,,,
vuao0b,0,,,,,,,,,,1,2,2,2,2,,,,,,,,,,,,,,,,
vuao0c,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuao0e,0,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vuao0g,0,,,,,,,,,,1,6,4,5,5,,,,,,,,,,,,,,,,
vuao0l,1,,,,,,,,,,2,7,8,8,10,,,,,,,,,,,,,,,,
vuao0n,-1,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,
vv1llw,1,,,,,,,,,,,2,10,11,10,,,,,,,,,,,,,,,,
vv1lm0,1,,,,,,,,,,,2,1,1,1,,,,,,,,,,,,,,,,
vv1lm8,1,,,,,,,,,,,3,8,7,8,,,,,,,,,,,,,,,,
vv1lm9,1,,,,,,,,,,,2,27,28,28,,,,,,,,,,,,,,,,
vv1lma,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lmg,1,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,
vv1lmh,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lmk,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lml,0,,,,,,,,,,,1,3,3,3,,,,,,,,,,,,,,,,
vv1lmo,1,,,,,,,,,,,2,1,1,2,,,,,,,,,,,,,,,,
vv1lmw,1,,,,,,,,,,,4,30,31,29,,,,,,,,,,,,,,,,
vv1lmx,1,,,,,,,,,,,2,3,3,3,,,,,,,,,,,,,,,,
vv1lmy,0,,,,,,,,,,,1,42,46,45,,,,,,,,,,,,,,,,
vv1lmz,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1ln5,0,,,,,,,,,,,1,4,3,4,,,,,,,,,,,,,,,,
vv1ln8,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1ln9,1,,,,,,,,,,,2,1,1,1,,,,,,,,,,,,,,,,
vv1lna,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lng,0,,,,,,,,,,,2,94,90,92,,,,,,,,,,,,,,,,
vv1lnj,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lnk,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lnp,1,,,,,,,,,,,3,30,37,34,,,,,,,,,,,,,,,,
vv1lnu,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lnw,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lny,1,,,,,,,,,,,2,13,13,14,,,,,,,,,,,,,,,,
vv1lo4,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lo5,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lo6,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lo8,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1loa,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lod,0,,,,,,,,,,,1,forbidden,forbidden,forbidden,,,,,,,,,,,,,,,,
vv1loh,1,,,,,,,,,,,3,6,7,8,,,,,,,,,,,,,,,,
vv1loi,-1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lon,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lop,0,,,,,,,,,,,3,27,28,32,,,,,,,,,,,,,,,,
vv1loq,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lov,0,,,,,,,,,,,1,3,3,3,,,,,,,,,,,,,,,,
vv1loz,0,,,,,,,,,,,1,7,8,9,,,,,,,,,,,,,,,,
vv1lp0,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
vv1lp2,0,,,,,,,,,,,1,3,3,3,,,,,,,,,,,,,,,,
vv1lp4,1,,,,,,,,,,,2,13,13,11,,,,,,,,,,,,,,,,
vv1lp7,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lpd,0,,,,,,,,,,,2,4,4,4,,,,,,,,,,,,,,,,
vv1lpf,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lpi,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lpl,1,,,,,,,,,,,2,10,9,9,,,,,,,,,,,,,,,,
vv1lpy,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lq1,0,,,,,,,,,,,1,forbidden,forbidden,forbidden,,,,,,,,,,,,,,,,
vv1lq3,1,,,,,,,,,,,2,forbidden,forbidden,forbidden,,,,,,,,,,,,,,,,
vv1lq4,0,,,,,,,,,,,2,41,43,41,,,,,,,,,,,,,,,,
vv1lq9,1,,,,,,,,,,,3,40,38,40,,,,,,,,,,,,,,,,
vv1lqa,1,,,,,,,,,,,2,6,3,4,,,,,,,,,,,,,,,,
vv1lqd,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lqo,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lqp,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lqq,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lqs,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lr1,1,,,,,,,,,,,2,9,9,10,,,,,,,,,,,,,,,,
vv1lr9,0,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,
vv1lrb,0,,,,,,,,,,,4,39,37,37,,,,,,,,,,,,,,,,
vv1lrc,0,,,,,,,,,,,3,4,5,4,,,,,,,,,,,,,,,,
vv1lre,0,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,
vv1lrf,1,,,,,,,,,,,3,3,2,2,,,,,,,,,,,,,,,,
vv1lrg,1,,,,,,,,,,,2,3,4,3,,,,,,,,,,,,,,,,
vv1lrk,0,,,,,,,,,,,1,3,3,3,,,,,,,,,,,,,,,,
vv1lrt,0,,,,,,,,,,,1,15,16,15,,,,,,,,,,,,,,,,
vv1ls8,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1ls9,1,,,,,,,,,,,2,3,4,3,,,,,,,,,,,,,,,,
vv1lsc,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lsd,0,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,
vv1lsh,1,,,,,,,,,,,2,5,5,6,,,,,,,,,,,,,,,,
vv1lst,1,,,,,,,,,,,2,5,5,5,,,,,,,,,,,,,,,,
vv1lsu,-1,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lsw,0,,,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,
vv1lta,0,,,,,,,,,,,4,17,19,19,,,,,,,,,,,,,,,,
vv1ltb,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1ltc,0,,,,,,,,,,,1,6,14,16,,,,,,,,,,,,,,,,
vv1lth,0,,,,,,,,,,,1,7,8,7,,,,,,,,,,,,,,,,
vv1lti,1,,,,,,,,,,,15,662,675,688,,,,,,,,,,,,,,,,
vv1ltj,0,,,,,,,,,,,2,45,48,51,,,,,,,,,,,,,,,,
vv1lto,0,,,,,,,,,,,1,4,4,3,,,,,,,,,,,,,,,,
vv1ltp,1,,,,,,,,,,,2,2,3,3,,,,,,,,,,,,,,,,
vv1ltq,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1ltr,0,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,
vv1ltu,0,,,,,,,,,,,3,142,147,149,,,,,,,,,,,,,,,,
vv1ltv,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,
vv1ltw,1,,,,,,,,,,,3,10,15,13,,,,,,,,,,,,,,,,
vv1lty,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lu0,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lu1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lu8,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1luc,1,,,,,,,,,,,3,5,9,7,,,,,,,,,,,,,,,,
vv1lue,0,,,,,,,,,,,2,171,175,177,,,,,,,,,,,,,,,,
vv1lug,1,,,,,,,,,,,5,6,6,8,,,,,,,,,,,,,,,,
vv1lui,0,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,
vv1luj,0,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,
vv1lum,0,,,,,,,,,,,1,7,7,7,,,,,,,,,,,,,,,,
vv1lun,1,,,,,,,,,,,3,4,5,4,,,,,,,,,,,,,,,,
vv1lus,0,,,,,,,,,,,5,491,504,510,,,,,,,,,,,,,,,,
vv1luy,1,,,,,,,,,,,2,3,3,2,,,,,,,,,,,,,,,,
vv1lv0,1,,,,,,,,,,,2,3,3,3,,,,,,,,,,,,,,,,
vv1lv3,1,,,,,,,,,,,3,6,5,5,,,,,,,,,,,,,,,,
vv1lv5,0,,,,,,,,,,,1,28,29,32,,,,,,,,,,,,,,,,
vv1lvd,0,,,,,,,,,,,1,59,54,58,,,,,,,,,,,,,,,,
vv1lve,1,,,,,,,,,,,2,12,10,12,,,,,,,,,,,,,,,,
vv1lvg,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lvh,1,,,,,,,,,,,6,219,228,233,,,,,,,,,,,,,,,,
vv1lvi,0,,,,,,,,,,,1,10,11,10,,,,,,,,,,,,,,,,
vv1lvj,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lvn,1,,,,,,,,,,,7,55,53,48,,,,,,,,,,,,,,,,
vv1lvo,0,,,,,,,,,,,2,1,1,1,,,,,,,,,,,,,,,,
vv1lvp,0,,,,,,,,,,,1,44,53,53,,,,,,,,,,,,,,,,
vv1lw1,0,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,
vv1lw9,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lwb,1,,,,,,,,,,,2,40,50,49,,,,,,,,,,,,,,,,
vv1lwc,1,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
vv1lwd,0,,,,,,,,,,,1,7,7,7,,,,,,,,,,,,,,,,
vv1lwf,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lwj,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lwo,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lwq,0,,,,,,,,,,,5,70,72,75,,,,,,,,,,,,,,,,
vv1lwu,1,,,,,,,,,,,2,8,8,7,,,,,,,,,,,,,,,,
vv1lwx,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lx5,1,,,,,,,,,,,7,31,32,33,,,,,,,,,,,,,,,,
vv1lxc,0,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
vv1lxe,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lxf,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lxg,0,,,,,,,,,,,1,17,18,18,,,,,,,,,,,,,,,,
vv1lxh,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lxk,0,,,,,,,,,,,6,1821,1845,1845,,,,,,,,,,,,,,,,
vv1lxq,1,,,,,,,,,,,2,28,32,30,,,,,,,,,,,,,,,,
vv1lxy,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lxz,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,
vv1ly0,1,,,,,,,,,,,3,14,14,14,,,,,,,,,,,,,,,,
vv1ly4,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1ly5,1,,,,,,,,,,,4,51,48,51,,,,,,,,,,,,,,,,
vv1ly9,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lya,1,,,,,,,,,,,8,244,261,262,,,,,,,,,,,,,,,,
vv1lyc,1,,,,,,,,,,,2,42,39,39,,,,,,,,,,,,,,,,
vv1lyf,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lyh,1,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
vv1lyi,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lyj,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lym,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lyn,1,,,,,,,,,,,2,6,5,6,,,,,,,,,,,,,,,,
vv1lyp,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,
vv1lys,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lyt,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,
vv1lyu,0,,,,,,,,,,,1,12,13,12,,,,,,,,,,,,,,,,
vv1lz0,1,,,,,,,,,,,3,16,18,18,,,,,,,,,,,,,,,,
vvrdp4,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvrdp9,1,,,,,,,,,,,,2,484,498,,,,,,,,,,,,,,,,
vvrdpb,1,,,,,,,,,,,,3,21,21,,,,,,,,,,,,,,,,
vvrdpe,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvrdpi,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvrdpm,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvrdpn,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,
vvrdps,0,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,
vvrdpu,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,
vvrdpy,0,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,
vvrdpz,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdq0,1,,,,,,,,,,,,2,24,22,,,,,,,,,,,,,,,,
vvrdq2,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvrdq5,0,,,,,,,,,,,,2,11,11,,,,,,,,,,,,,,,,
vvrdq9,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdqd,0,,,,,,,,,,,,2,3,3,,,,,,,,,,,,,,,,
vvrdqe,0,,,,,,,,,,,,1,21,21,,,,,,,,,,,,,,,,
vvrdqg,1,,,,,,,,,,,,1,313,318,,,,,,,,,,,,,,,,
vvrdqk,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdqr,0,,,,,,,,,,,,1,22,22,,,,,,,,,,,,,,,,
vvrdqu,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdqv,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdqy,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdr2,0,,,,,,,,,,,,4,124,126,,,,,,,,,,,,,,,,
vvrdr5,1,,,,,,,,,,,,2,1,2,,,,,,,,,,,,,,,,
vvrdrf,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,
vvrdrj,0,,,,,,,,,,,,1,2,2,,,,,,,,,,,,,,,,
vvrdrl,1,,,,,,,,,,,,4,82,97,,,,,,,,,,,,,,,,
vvrdrp,1,,,,,,,,,,,,4,9,11,,,,,,,,,,,,,,,,
vvrdru,1,,,,,,,,,,,,8,18,18,,,,,,,,,,,,,,,,
vvrdrw,0,,,,,,,,,,,,1,forbidden,forbidden,,,,,,,,,,,,,,,,
vvrdrx,1,,,,,,,,,,,,3,3,2,,,,,,,,,,,,,,,,
vvrdrz,0,,,,,,,,,,,,1,3,3,,,,,,,,,,,,,,,,
vvrds0,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrds3,1,,,,,,,,,,,,10,45,41,,,,,,,,,,,,,,,,
vvrds6,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvrds7,0,,,,,,,,,,,,1,forbidden,forbidden,,,,,,,,,,,,,,,,
vvrds8,1,,,,,,,,,,,,2,5,6,,,,,,,,,,,,,,,,
vvrdsa,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,
vvrdsb,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,
vvrdsf,0,,,,,,,,,,,,1,64,62,,,,,,,,,,,,,,,,
vvrdsi,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvrdsj,1,,,,,,,,,,,,2,17,18,,,,,,,,,,,,,,,,
vvrdsn,1,,,,,,,,,,,,2,3,2,,,,,,,,,,,,,,,,
vvrdsr,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,
vvrdsy,0,,,,,,,,,,,,17,88,86,,,,,,,,,,,,,,,,
vvrdt0,1,,,,,,,,,,,,4,136,145,,,,,,,,,,,,,,,,
vvrdt2,1,,,,,,,,,,,,2,51,49,,,,,,,,,,,,,,,,
vvrdt5,1,,,,,,,,,,,,2,86,85,,,,,,,,,,,,,,,,
vvrdt8,1,,,,,,,,,,,,2,2,3,,,,,,,,,,,,,,,,
vvrdtc,0,,,,,,,,,,,,1,8,11,,,,,,,,,,,,,,,,
vvrdtg,1,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,
vvrdtl,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,
vvrdto,0,,,,,,,,,,,,2,3,3,,,,,,,,,,,,,,,,
vvrdts,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,
vvrdtu,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdtv,0,,,,,,,,,,,,2,7,7,,,,,,,,,,,,,,,,
vvrdtw,0,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvrdtx,1,,,,,,,,,,,,2,13,14,,,,,,,,,,,,,,,,
vvrdu1,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdu6,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdu9,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdun,1,,,,,,,,,,,,2,3,3,,,,,,,,,,,,,,,,
vvrdut,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,
vvrduv,0,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,
vvrduw,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvrdvb,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvrdvi,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdvp,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,
vvrdvr,1,,,,,,,,,,,,2,4,2,,,,,,,,,,,,,,,,
vvrdvx,0,,,,,,,,,,,,2,5,7,,,,,,,,,,,,,,,,
vvrdw5,0,,,,,,,,,,,,2,5,7,,,,,,,,,,,,,,,,
vvrdwe,0,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,
vvrdwg,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdwj,1,,,,,,,,,,,,3,457,470,,,,,,,,,,,,,,,,
vvrdwl,1,,,,,,,,,,,,4,230,246,,,,,,,,,,,,,,,,
vvrdwm,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdwq,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdws,0,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,
vvrdwt,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,
vvrdwv,1,,,,,,,,,,,,2,3,3,,,,,,,,,,,,,,,,
vvrdww,0,,,,,,,,,,,,2,6,7,,,,,,,,,,,,,,,,
vvrdwx,0,,,,,,,,,,,,1,12,14,,,,,,,,,,,,,,,,
